TransactionID,CustomerID,Date,Amount,Category
TXN00634,CUST0068,2025-09-14,564.62,Sports
TXN01482,CUST0165,2025-09-14,4690.08,Beauty
TXN01238,CUST0134,2025-09-14,2348.15,Electronics
TXN02351,CUST0275,2025-09-14,1683.83,Sports
TXN02246,CUST0260,2025-09-15,5955.97,Electronics
TXN00946,CUST0100,2025-09-15,6805.88,Beauty
TXN02020,CUST0233,2025-09-16,1426.78,Electronics
TXN00682,CUST0073,2025-09-16,4440.04,Clothing
TXN00288,CUST0032,2025-09-16,1267.69,Groceries
TXN00919,CUST0099,2025-09-17,5410.79,Electronics
TXN01124,CUST0124,2025-09-17,6983.74,Home & Living
TXN01481,CUST0165,2025-09-17,3341.68,Clothing
TXN00167,CUST0022,2025-09-17,3612.06,Groceries
TXN00309,CUST0033,2025-09-17,5193.47,Sports
TXN02186,CUST0254,2025-09-18,966.79,Sports
TXN01690,CUST0190,2025-09-18,1970.93,Sports
TXN02416,CUST0284,2025-09-19,4657.62,Sports
TXN00586,CUST0064,2025-09-19,854.34,Beauty
TXN00535,CUST0059,2025-09-19,6643.28,Electronics
TXN00203,CUST0025,2025-09-20,1557.87,Clothing
TXN00938,CUST0100,2025-09-21,3629.8,Electronics
TXN01615,CUST0180,2025-09-22,5640.3,Beauty
TXN01583,CUST0176,2025-09-22,802.53,Clothing
TXN01430,CUST0158,2025-09-22,1004.02,Groceries
TXN00405,CUST0043,2025-09-22,3528.02,Groceries
TXN02450,CUST0286,2025-09-23,5697.35,Groceries
TXN00839,CUST0091,2025-09-23,6929.89,Sports
TXN02386,CUST0282,2025-09-23,739.65,Home & Living
TXN02240,CUST0260,2025-09-23,2402.56,Home & Living
TXN02064,CUST0238,2025-09-23,4871.87,Electronics
TXN00683,CUST0073,2025-09-24,3557.25,Electronics
TXN00714,CUST0078,2025-09-24,2311.41,Home & Living
TXN01817,CUST0207,2025-09-24,4092.57,Clothing
TXN01671,CUST0188,2025-09-24,1701.21,Sports
TXN01169,CUST0129,2025-09-24,4917.04,Clothing
TXN02060,CUST0238,2025-09-25,6953.18,Clothing
TXN01840,CUST0209,2025-09-25,6833.65,Home & Living
TXN01586,CUST0177,2025-09-25,613.01,Groceries
TXN00585,CUST0064,2025-09-26,1212.37,Groceries
TXN01354,CUST0149,2025-09-26,5129.31,Electronics
TXN01132,CUST0124,2025-09-26,2765.42,Electronics
TXN02535,CUST0292,2025-09-27,3193.5,Clothing
TXN02609,CUST0300,2025-09-27,6810.48,Groceries
TXN01709,CUST0191,2025-09-27,5697.44,Electronics
TXN01821,CUST0207,2025-09-27,5201.33,Beauty
TXN02056,CUST0238,2025-09-28,4614.41,Sports
TXN00922,CUST0099,2025-09-28,3696.81,Clothing
TXN02449,CUST0286,2025-09-28,6352.34,Groceries
TXN02273,CUST0263,2025-09-28,2863.01,Home & Living
TXN01951,CUST0223,2025-09-29,2656.14,Sports
TXN00691,CUST0073,2025-09-29,6828.52,Beauty
TXN01982,CUST0227,2025-09-29,948.73,Sports
TXN02612,CUST0300,2025-09-29,2892.73,Beauty
TXN02061,CUST0238,2025-09-29,4943.68,Home & Living
TXN01566,CUST0174,2025-09-29,2335.55,Sports
TXN00390,CUST0042,2025-09-30,2467.36,Clothing
TXN01081,CUST0117,2025-09-30,239.51,Beauty
TXN01668,CUST0188,2025-09-30,896.41,Beauty
TXN02066,CUST0238,2025-09-30,6015.1,Clothing
TXN01938,CUST0223,2025-10-01,6247.69,Beauty
TXN00408,CUST0043,2025-10-01,2901.01,Home & Living
TXN02000,CUST0231,2025-10-01,735.66,Electronics
TXN00380,CUST0041,2025-10-02,6934.88,Electronics
TXN02251,CUST0260,2025-10-02,5177.87,Electronics
TXN02036,CUST0235,2025-10-02,1136.7,Beauty
TXN00273,CUST0030,2025-10-02,6254.36,Groceries
TXN02579,CUST0297,2025-10-02,945.24,Home & Living
TXN02433,CUST0285,2025-10-03,2030.66,Clothing
TXN01364,CUST0149,2025-10-03,5471.25,Electronics
TXN02001,CUST0231,2025-10-03,393.59,Clothing
TXN00226,CUST0028,2025-10-03,1490.29,Sports
TXN01052,CUST0110,2025-10-04,6978.34,Sports
TXN00217,CUST0027,2025-10-04,847.79,Groceries
TXN01171,CUST0129,2025-10-04,7152.19,Clothing
TXN00374,CUST0041,2025-10-05,5447.52,Home & Living
TXN00541,CUST0059,2025-10-05,5624.43,Clothing
TXN01219,CUST0133,2025-10-05,6044.11,Sports
TXN02059,CUST0238,2025-10-05,4364.5,Beauty
TXN01517,CUST0169,2025-10-06,2334.37,Groceries
TXN01798,CUST0206,2025-10-06,3033.01,Home & Living
TXN02576,CUST0296,2025-10-06,1566.79,Groceries
TXN00910,CUST0099,2025-10-06,6224.5,Beauty
TXN00740,CUST0080,2025-10-07,2976.89,Electronics
TXN00945,CUST0100,2025-10-07,3960.77,Electronics
TXN01284,CUST0142,2025-10-08,742.61,Sports
TXN00997,CUST0105,2025-10-09,144.28,Home & Living
TXN00844,CUST0091,2025-10-09,6417.37,Beauty
TXN00911,CUST0099,2025-10-09,6965.32,Beauty
TXN02618,CUST0300,2025-10-10,5131.25,Electronics
TXN00838,CUST0091,2025-10-10,5928.25,Sports
TXN02529,CUST0292,2025-10-10,7831.55,Groceries
TXN02337,CUST0274,2025-10-10,1013.76,Electronics
TXN00655,CUST0069,2025-10-10,7265.88,Groceries
TXN00173,CUST0022,2025-10-10,2840.11,Clothing
TXN02452,CUST0286,2025-10-11,7427.63,Electronics
TXN02591,CUST0298,2025-10-11,1649.74,Electronics
TXN00909,CUST0099,2025-10-12,5691.52,Sports
TXN02338,CUST0274,2025-10-12,588.16,Clothing
TXN02063,CUST0238,2025-10-13,3947.32,Clothing
TXN02199,CUST0255,2025-10-13,1519.45,Sports
TXN01598,CUST0178,2025-10-14,1498.22,Sports
TXN01176,CUST0129,2025-10-14,6510.95,Clothing
TXN00891,CUST0098,2025-10-15,1441.73,Electronics
TXN00834,CUST0091,2025-10-15,4296.79,Groceries
TXN00622,CUST0067,2025-10-15,5620.96,Beauty
TXN00138,CUST0019,2025-10-15,1682.55,Beauty
TXN01744,CUST0197,2025-10-15,1010.34,Beauty
TXN02229,CUST0259,2025-10-15,1027.01,Beauty
TXN01995,CUST0229,2025-10-16,887.96,Beauty
TXN01712,CUST0191,2025-10-16,5120.81,Groceries
TXN01616,CUST0180,2025-10-16,2516.81,Clothing
TXN00835,CUST0091,2025-10-16,3631.68,Sports
TXN00266,CUST0030,2025-10-17,6654.83,Groceries
TXN02253,CUST0260,2025-10-17,7276.38,Electronics
TXN00635,CUST0068,2025-10-17,842.65,Electronics
TXN01909,CUST0217,2025-10-17,636.02,Clothing
TXN01563,CUST0174,2025-10-18,1558.53,Sports
TXN02592,CUST0298,2025-10-18,524.25,Home & Living
TXN02623,CUST0300,2025-10-19,6943.88,Sports
TXN00996,CUST0105,2025-10-19,112.43,Home & Living
TXN00849,CUST0092,2025-10-20,546.61,Sports
TXN00301,CUST0033,2025-10-20,7065.02,Home & Living
TXN01895,CUST0216,2025-10-20,1819.74,Beauty
TXN01283,CUST0142,2025-10-20,685.43,Groceries
TXN00734,CUST0080,2025-10-21,4577.58,Beauty
TXN00404,CUST0043,2025-10-21,5952.15,Electronics
TXN00192,CUST0024,2025-10-21,1478.85,Clothing
TXN02327,CUST0271,2025-10-22,204.37,Groceries
TXN00193,CUST0024,2025-10-22,1839.83,Groceries
TXN01339,CUST0148,2025-10-22,1177.89,Sports
TXN01713,CUST0191,2025-10-22,6911.56,Home & Living
TXN00749,CUST0080,2025-10-22,6427.31,Groceries
TXN00896,CUST0098,2025-10-22,1789.49,Home & Living
TXN02118,CUST0245,2025-10-23,4316.94,Clothing
TXN00651,CUST0069,2025-10-23,2599.2,Groceries
TXN01663,CUST0188,2025-10-24,774.61,Groceries
TXN00212,CUST0027,2025-10-25,1701.6,Sports
TXN01253,CUST0137,2025-10-25,902.53,Sports
TXN00793,CUST0085,2025-10-25,2157.74,Sports
TXN01910,CUST0217,2025-10-25,1646.98,Electronics
TXN00375,CUST0041,2025-10-26,5006.92,Electronics
TXN02211,CUST0256,2025-10-26,1847.03,Electronics
TXN00694,CUST0073,2025-10-27,2922.84,Clothing
TXN02474,CUST0288,2025-10-27,1696.36,Sports
TXN00470,CUST0053,2025-10-28,1159.73,Beauty
TXN01581,CUST0176,2025-10-30,904.16,Home & Living
TXN00498,CUST0057,2025-10-30,3918.0,Electronics
TXN01961,CUST0224,2025-10-30,1595.23,Beauty
TXN00965,CUST0101,2025-10-30,2698.15,Clothing
TXN00242,CUST0029,2025-10-30,2243.07,Beauty
TXN02333,CUST0273,2025-10-30,501.59,Beauty
TXN02372,CUST0281,2025-10-30,830.18,Sports
TXN00776,CUST0084,2025-10-31,6624.46,Electronics
TXN02575,CUST0296,2025-11-01,1177.6,Electronics
TXN01707,CUST0191,2025-11-01,4038.16,Beauty
TXN02157,CUST0251,2025-11-01,908.48,Home & Living
TXN00542,CUST0059,2025-11-01,7829.2,Beauty
TXN02137,CUST0246,2025-11-01,218.99,Beauty
TXN02123,CUST0245,2025-11-01,5569.72,Groceries
TXN00503,CUST0057,2025-11-01,7928.39,Groceries
TXN01814,CUST0207,2025-11-02,3164.77,Home & Living
TXN02255,CUST0260,2025-11-02,4508.79,Beauty
TXN00328,CUST0037,2025-11-02,2194.33,Home & Living
TXN02135,CUST0246,2025-11-02,239.32,Electronics
TXN01341,CUST0148,2025-11-02,1822.69,Clothing
TXN00262,CUST0030,2025-11-03,6542.36,Home & Living
TXN00302,CUST0033,2025-11-03,7209.63,Home & Living
TXN02383,CUST0282,2025-11-03,1158.71,Beauty
TXN01998,CUST0230,2025-11-04,1019.36,Beauty
TXN00455,CUST0050,2025-11-04,1979.97,Groceries
TXN01667,CUST0188,2025-11-04,1915.88,Sports
TXN01453,CUST0162,2025-11-04,185.15,Groceries
TXN01837,CUST0209,2025-11-05,5605.74,Clothing
TXN00807,CUST0087,2025-11-05,257.13,Groceries
TXN01063,CUST0111,2025-11-05,1671.18,Sports
TXN01844,CUST0209,2025-11-06,2514.77,Home & Living
TXN01979,CUST0226,2025-11-06,2480.45,Beauty
TXN02284,CUST0263,2025-11-06,5152.59,Beauty
TXN01782,CUST0203,2025-11-06,2129.13,Groceries
TXN01897,CUST0216,2025-11-06,781.0,Electronics
TXN01768,CUST0202,2025-11-06,5999.15,Electronics
TXN01446,CUST0161,2025-11-07,2239.23,Beauty
TXN01359,CUST0149,2025-11-07,5213.25,Groceries
TXN00166,CUST0022,2025-11-08,4826.39,Electronics
TXN00866,CUST0094,2025-11-08,1669.0,Electronics
TXN00538,CUST0059,2025-11-08,4926.0,Sports
TXN01321,CUST0146,2025-11-08,3236.03,Clothing
TXN02326,CUST0271,2025-11-09,104.8,Clothing
TXN01865,CUST0211,2025-11-09,1922.24,Clothing
TXN01495,CUST0167,2025-11-09,1043.44,Clothing
TXN01711,CUST0191,2025-11-09,5489.53,Electronics
TXN01074,CUST0114,2025-11-09,184.4,Sports
TXN01115,CUST0124,2025-11-09,7568.31,Clothing
TXN02430,CUST0285,2025-11-09,1108.31,Sports
TXN02084,CUST0240,2025-11-09,2343.45,Beauty
TXN01836,CUST0209,2025-11-10,2091.05,Home & Living
TXN01448,CUST0161,2025-11-10,1645.54,Sports
TXN00152,CUST0021,2025-11-10,679.24,Electronics
TXN02148,CUST0249,2025-11-10,936.84,Beauty
TXN01408,CUST0153,2025-11-10,5658.09,Groceries
TXN01584,CUST0176,2025-11-11,2260.31,Clothing
TXN02375,CUST0282,2025-11-11,2401.19,Groceries
TXN01269,CUST0141,2025-11-12,878.01,Sports
TXN02214,CUST0257,2025-11-12,685.95,Sports
TXN00171,CUST0022,2025-11-12,5459.1,Sports
TXN02125,CUST0245,2025-11-12,3573.83,Electronics
TXN01554,CUST0173,2025-11-12,1838.53,Groceries
TXN01073,CUST0114,2025-11-12,480.19,Electronics
TXN00497,CUST0057,2025-11-13,2500.78,Electronics
TXN00960,CUST0101,2025-11-13,4754.74,Beauty
TXN01905,CUST0217,2025-11-13,802.92,Groceries
TXN02037,CUST0235,2025-11-13,1013.9,Clothing
TXN02136,CUST0246,2025-11-13,200.38,Sports
TXN02018,CUST0233,2025-11-13,1830.55,Sports
TXN02195,CUST0255,2025-11-13,2076.32,Clothing
TXN01670,CUST0188,2025-11-14,2182.19,Groceries
TXN00141,CUST0019,2025-11-14,2345.92,Groceries
TXN02131,CUST0245,2025-11-14,3822.34,Clothing
TXN00471,CUST0053,2025-11-14,966.48,Sports
TXN00214,CUST0027,2025-11-14,1525.38,Groceries
TXN00935,CUST0100,2025-11-14,6705.24,Clothing
TXN00516,CUST0058,2025-11-14,1801.54,Sports
TXN00583,CUST0064,2025-11-15,1271.02,Sports
TXN01870,CUST0212,2025-11-15,350.91,Clothing
TXN00496,CUST0057,2025-11-15,2912.63,Home & Living
TXN02173,CUST0253,2025-11-15,1184.51,Groceries
TXN01327,CUST0146,2025-11-15,4571.87,Beauty
TXN00837,CUST0091,2025-11-15,6955.51,Beauty
TXN01562,CUST0174,2025-11-16,1449.09,Clothing
TXN01571,CUST0175,2025-11-16,461.64,Electronics
TXN00520,CUST0058,2025-11-16,2336.15,Sports
TXN02580,CUST0297,2025-11-16,652.34,Electronics
TXN02432,CUST0285,2025-11-16,1369.31,Groceries
TXN01997,CUST0230,2025-11-16,838.34,Clothing
TXN00617,CUST0067,2025-11-17,6090.49,Electronics
TXN02039,CUST0236,2025-11-17,745.31,Groceries
TXN00331,CUST0037,2025-11-17,2411.05,Beauty
TXN00458,CUST0050,2025-11-17,1018.59,Sports
TXN01787,CUST0205,2025-11-18,182.64,Home & Living
TXN01565,CUST0174,2025-11-18,610.87,Groceries
TXN00429,CUST0047,2025-11-18,927.02,Clothing
TXN00856,CUST0094,2025-11-18,1488.3,Sports
TXN01796,CUST0206,2025-11-18,4277.6,Home & Living
TXN02296,CUST0264,2025-11-18,1973.3,Sports
TXN02371,CUST0281,2025-11-18,572.71,Groceries
TXN01962,CUST0224,2025-11-18,669.3,Clothing
TXN01708,CUST0191,2025-11-18,6743.08,Sports
TXN00049,CUST0007,2025-11-18,3685.78,Sports
TXN01646,CUST0183,2025-11-18,1150.53,Groceries
TXN01913,CUST0218,2025-11-19,663.83,Sports
TXN01669,CUST0188,2025-11-19,1744.75,Electronics
TXN02573,CUST0296,2025-11-19,1964.61,Clothing
TXN00782,CUST0084,2025-11-19,5593.07,Beauty
TXN01215,CUST0133,2025-11-20,3109.52,Sports
TXN00296,CUST0033,2025-11-20,3408.04,Groceries
TXN00995,CUST0105,2025-11-20,562.0,Clothing
TXN01080,CUST0117,2025-11-20,739.91,Sports
TXN00956,CUST0101,2025-11-20,4175.36,Electronics
TXN01058,CUST0111,2025-11-20,2060.7,Beauty
TXN01642,CUST0182,2025-11-20,3484.78,Beauty
TXN02395,CUST0283,2025-11-20,989.23,Beauty
TXN01963,CUST0224,2025-11-20,1412.32,Beauty
TXN01123,CUST0124,2025-11-20,7062.53,Beauty
TXN01869,CUST0212,2025-11-21,457.18,Home & Living
TXN00920,CUST0099,2025-11-21,7574.87,Sports
TXN00993,CUST0104,2025-11-21,1109.2,Electronics
TXN02411,CUST0284,2025-11-21,6031.66,Electronics
TXN02590,CUST0298,2025-11-21,2488.9,Beauty
TXN02565,CUST0295,2025-11-21,2110.13,Clothing
TXN00633,CUST0068,2025-11-21,728.99,Groceries
TXN01981,CUST0227,2025-11-22,1105.89,Beauty
TXN00850,CUST0092,2025-11-22,443.42,Sports
TXN02121,CUST0245,2025-11-22,6718.9,Groceries
TXN00756,CUST0081,2025-11-22,510.59,Clothing
TXN00818,CUST0090,2025-11-22,648.21,Groceries
TXN01029,CUST0109,2025-11-22,589.99,Electronics
TXN02227,CUST0259,2025-11-22,871.05,Groceries
TXN01959,CUST0224,2025-11-23,1942.32,Groceries
TXN02473,CUST0288,2025-11-23,618.62,Beauty
TXN01455,CUST0162,2025-11-23,177.87,Groceries
TXN01030,CUST0109,2025-11-23,1322.75,Electronics
TXN01704,CUST0191,2025-11-23,2467.27,Sports
TXN01078,CUST0116,2025-11-24,600.92,Electronics
TXN02092,CUST0241,2025-11-24,1003.19,Groceries
TXN02194,CUST0255,2025-11-24,679.26,Clothing
TXN00043,CUST0007,2025-11-24,2497.35,Electronics
TXN00781,CUST0084,2025-11-24,7617.68,Home & Living
TXN00347,CUST0038,2025-11-24,4710.61,Groceries
TXN00726,CUST0079,2025-11-24,1889.19,Beauty
TXN01150,CUST0127,2025-11-24,776.96,Clothing
TXN00499,CUST0057,2025-11-25,3938.07,Home & Living
TXN00149,CUST0020,2025-11-25,631.42,Sports
TXN00700,CUST0076,2025-11-25,263.0,Beauty
TXN01801,CUST0206,2025-11-25,5069.54,Groceries
TXN02360,CUST0276,2025-11-25,1247.86,Home & Living
TXN00916,CUST0099,2025-11-25,4016.04,Home & Living
TXN01049,CUST0110,2025-11-25,5318.67,Electronics
TXN01122,CUST0124,2025-11-25,2436.41,Groceries
TXN00858,CUST0094,2025-11-25,1224.86,Sports
TXN02158,CUST0251,2025-11-25,1003.63,Electronics
TXN00862,CUST0094,2025-11-26,1835.52,Beauty
TXN00272,CUST0030,2025-11-26,5568.66,Electronics
TXN01542,CUST0172,2025-11-26,6830.72,Sports
TXN01657,CUST0187,2025-11-26,588.01,Home & Living
TXN02245,CUST0260,2025-11-26,7166.38,Beauty
TXN01255,CUST0137,2025-11-26,2261.79,Electronics
TXN01595,CUST0178,2025-11-26,1058.68,Electronics
TXN01042,CUST0110,2025-11-26,2764.22,Sports
TXN01767,CUST0202,2025-11-26,3898.81,Beauty
TXN01847,CUST0209,2025-11-27,7338.49,Home & Living
TXN01980,CUST0227,2025-11-27,435.03,Clothing
TXN00650,CUST0069,2025-11-27,2348.55,Sports
TXN01323,CUST0146,2025-11-27,4674.95,Beauty
TXN01915,CUST0219,2025-11-27,114.87,Beauty
TXN00406,CUST0043,2025-11-28,4768.86,Clothing
TXN01823,CUST0208,2025-11-28,365.48,Home & Living
TXN01737,CUST0196,2025-11-28,1217.74,Beauty
TXN01331,CUST0148,2025-11-28,593.99,Home & Living
TXN01745,CUST0197,2025-11-28,198.67,Electronics
TXN01766,CUST0202,2025-11-28,6436.85,Groceries
TXN01771,CUST0202,2025-11-29,6621.37,Sports
TXN01906,CUST0217,2025-11-29,1028.03,Home & Living
TXN02381,CUST0282,2025-11-29,1945.22,Electronics
TXN02008,CUST0232,2025-11-29,567.09,Sports
TXN02561,CUST0295,2025-11-29,6415.61,Sports
TXN02244,CUST0260,2025-11-29,4326.59,Home & Living
TXN01480,CUST0165,2025-11-29,2790.84,Clothing
TXN00806,CUST0087,2025-11-29,1139.63,Electronics
TXN01960,CUST0224,2025-11-29,1209.69,Clothing
TXN02534,CUST0292,2025-11-30,6130.24,Groceries
